time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-12-31T23:20:10.300Z,-28.655,-112.772,10,5.3,mwc,63,62,,1.09,us,usp000f1fn,2016-11-10T01:32:53.651Z,"Easter Island region",earthquake,,,,,reviewed,us,gcmt
2006-12-31T22:48:54.500Z,-28.591,-112.33,10,5.6,mwb,132,38.7,,1.28,us,usp000f1fj,2016-11-10T01:32:53.165Z,"Easter Island region",earthquake,,,,,reviewed,us,us
2006-12-31T14:55:02.490Z,-37.94,-71.114,20.6,5.6,mwb,209,36.8,,0.88,us,usp000f1ee,2016-11-10T01:32:52.655Z,"Araucania, Chile",earthquake,,,,,reviewed,us,us
2006-12-31T13:12:49.520Z,-8.257,111.672,139.9,5,mb,52,75.2,,0.85,us,usp000f1e1,2014-11-07T01:31:13.578Z,"Java, Indonesia",earthquake,,21.7,,22,reviewed,us,us
2006-12-30T22:34:36.130Z,43.371,146.277,10,5,mwc,316,99.6,,0.73,us,usp000f1cc,2016-11-10T01:32:51.640Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-12-30T17:42:14.570Z,13.79,-90.515,69.8,5.2,mwc,176,43.4,,1.03,us,usp000f1bn,2016-11-10T01:32:51.161Z,"offshore Guatemala",earthquake,,,,,reviewed,us,gcmt
2006-12-30T17:39:20.000Z,-49.75,-115.75,10,5.2,mwc,,,,,gcmt,gcmtc200612301739a,2016-11-10T01:32:50.642Z,"southern East Pacific Rise",earthquake,,,,,automatic,gcmt,gcmt
2006-12-30T17:39:14.340Z,-48.553,-116.64,10,5.2,mwc,6,166.1,,1.63,us,usp000f1bm,2016-11-09T06:37:02.165Z,"southern East Pacific Rise",earthquake,,,,,reviewed,us,gcmt
2006-12-30T17:28:19.680Z,54.65,168.834,10,5,mb,34,179.1,,0.98,us,usp000f1bk,2014-11-07T01:31:13.324Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,21,reviewed,us,us
2006-12-30T14:33:10.020Z,5.496,-82.489,16.2,5.5,mwc,146,58.7,,1.03,us,usp000f1b9,2016-11-10T01:32:50.123Z,"south of Panama",earthquake,,15.1,,,reviewed,us,gcmt
2006-12-30T11:22:46.050Z,46.745,155.49,10,5,mb,170,64.3,,0.75,us,usp000f1ay,2014-11-07T01:31:13.243Z,"east of the Kuril Islands",earthquake,,,,82,reviewed,us,us
2006-12-30T11:16:34.050Z,46.745,155.505,10,5.3,mb,272,83.3,,0.83,us,usp000f1ax,2014-11-07T01:31:13.223Z,"east of the Kuril Islands",earthquake,,,,137,reviewed,us,us
2006-12-30T08:57:07.060Z,13.665,51.76,10,5.3,mb,47,61,,1.02,us,usp000f1ad,2014-11-07T01:31:13.168Z,"Gulf of Aden",earthquake,,,,13,reviewed,us,us
2006-12-30T08:30:49.790Z,13.313,51.365,15,6.6,mwc,474,33.5,,1.2,us,usp000f1ab,2016-11-10T01:32:49.622Z,"Gulf of Aden",earthquake,,,,,reviewed,us,gcmt
2006-12-30T07:10:56.970Z,13.407,145.978,35,5.2,mwc,101,77.7,,1.01,us,usp000f1a9,2016-11-10T01:32:49.132Z,"Guam region",earthquake,,,,,reviewed,us,gcmt
2006-12-29T16:31:40.060Z,-3.727,151.902,36,5.1,mwc,44,98,,1.34,us,usp000f190,2016-11-10T01:32:48.513Z,"New Ireland region, Papua New Guinea",earthquake,,18.2,,,reviewed,us,gcmt
2006-12-29T06:26:49.040Z,-10.701,113.855,10,5.2,mb,71,43.1,,0.78,us,usp000f18a,2014-11-07T01:31:12.940Z,"south of Java, Indonesia",earthquake,,,,30,reviewed,us,us
2006-12-28T15:26:59.770Z,-49.455,164.348,10,5.2,mb,23,241.9,,1.13,us,usp000f16v,2014-11-07T01:31:12.807Z,"Auckland Islands, New Zealand region",earthquake,,,,1,reviewed,us,us
2006-12-27T20:15:38.640Z,-5.724,154.424,355,6,mwb,394,15.1,,0.79,us,usp000f14z,2016-11-10T01:32:47.902Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2006-12-27T08:49:37.000Z,-10.386,123.779,35,5.1,mb,48,39.6,,1.01,us,usp000f141,2014-11-07T01:31:12.248Z,"Timor region, Indonesia",earthquake,,,,10,reviewed,us,us
2006-12-27T02:30:36.540Z,21.999,120.482,10,5.6,mwc,224,51.4,,0.69,us,usp000f13b,2016-11-10T01:32:47.269Z,"Taiwan region",earthquake,,,,,reviewed,us,gcmt
2006-12-26T22:56:36.250Z,2.931,125.57,109.5,5.4,mwc,134,55,,1.02,us,usp000f12v,2016-11-10T01:32:46.744Z,"Kepulauan Sangihe, Indonesia",earthquake,,,,,reviewed,us,gcmt
2006-12-26T22:38:10.200Z,-54.832,147.54,10,5.7,mwb,93,80.1,,1.42,us,usp000f12s,2016-11-10T01:32:46.130Z,"west of Macquarie Island",earthquake,,,,,reviewed,us,us
2006-12-26T17:35:13.750Z,21.802,120.632,30,5.3,mb,167,47.5,,0.81,us,usp000f12b,2014-11-07T01:31:12.000Z,"Taiwan region",earthquake,,,,75,reviewed,us,us
2006-12-26T15:41:44.780Z,22.069,120.413,22.7,5.4,mb,227,81.2,,0.78,us,usp000f11y,2014-11-07T01:31:11.956Z,"Taiwan",earthquake,,7.6,,99,reviewed,us,us
2006-12-26T15:20:38.070Z,46.355,154.74,10,5.4,mb,30,76.1,,1,us,usp000f11u,2014-11-07T01:31:11.946Z,"east of the Kuril Islands",earthquake,,,,6,reviewed,us,us
2006-12-26T15:19:45.210Z,48.321,154.837,10,6,mwc,456,57.9,,0.75,us,usp000f11t,2016-11-10T01:32:45.634Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2006-12-26T12:40:21.700Z,21.636,120.852,10,5.5,mb,25,69.7,,1.48,us,usp000f117,2014-11-07T01:31:11.812Z,"Taiwan region",earthquake,,,,8,reviewed,us,us
2006-12-26T12:34:13.800Z,21.974,120.493,10,6.9,mwc,466,31.6,,1.12,us,usp000f115,2016-11-10T01:32:45.111Z,"Taiwan region",earthquake,,,,,reviewed,us,gcmt
2006-12-26T12:26:21.140Z,21.799,120.547,10,7.1,mwb,744,29.1,,1,us,usp000f114,2016-11-10T01:32:44.612Z,"Taiwan region",earthquake,,,,,reviewed,us,us
2006-12-26T07:29:01.490Z,-38.221,112.029,10,5.2,mwc,132,41.7,,1.33,us,usp000f10k,2016-11-10T01:32:44.076Z,"southwest of Australia",earthquake,,0,,,reviewed,us,gcmt
2006-12-26T01:11:00.180Z,-24.78,-177.195,50.6,5.2,mwc,76,34.6,,1.09,us,usp000f101,2016-11-10T01:32:43.559Z,"south of the Fiji Islands",earthquake,,10.8,,,reviewed,us,gcmt
2006-12-25T20:28:25.850Z,46.86,152.624,10,5.1,mb,33,119.3,,0.85,us,usp000f0zp,2014-11-07T01:31:11.529Z,"Kuril Islands",earthquake,,,,11,reviewed,us,us
2006-12-25T20:01:00.450Z,42.156,76.163,11.6,5.8,mwb,475,28.1,,1,us,usp000f0zk,2016-11-10T01:32:43.081Z,"Kyrgyzstan",earthquake,,,,,reviewed,us,us
2006-12-25T11:53:09.480Z,-56.86,-24.212,10,5.1,mb,23,71.6,,0.93,us,usp000f0yn,2014-11-07T01:31:11.353Z,"South Sandwich Islands region",earthquake,,,,4,reviewed,us,us
2006-12-25T03:23:06.510Z,-3.015,141.774,35,5,mwc,39,51.7,,1.22,us,usp000f0y5,2016-11-10T01:32:42.578Z,"New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,gcmt
2006-12-24T21:37:36.000Z,-28.75,-112.75,10,5,mwc,,,,,gcmt,gcmtc200612242137a,2016-11-10T01:32:42.070Z,"Easter Island region",earthquake,,,,,automatic,gcmt,gcmt
2006-12-24T17:39:07.350Z,-2.115,139.044,29,5.8,mwb,226,23.5,,0.85,us,usp000f0x2,2016-11-10T01:32:41.584Z,"near the north coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
2006-12-24T14:26:16.920Z,51.707,178.887,66.5,5.3,mwc,218,36.7,,0.96,us,usp000f0wu,2016-11-10T01:32:40.827Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,gcmt
2006-12-24T09:46:26.090Z,-5.1,144.875,62,5.3,mwc,122,35.1,,0.75,us,usp000f0w9,2016-11-09T06:36:43.264Z,"New Guinea, Papua New Guinea",earthquake,,6.7,,,reviewed,us,gcmt
2006-12-24T08:01:05.240Z,-6.801,116.509,518.8,5.6,mwc,155,38.3,,0.81,us,usp000f0w2,2016-11-10T00:20:55.669Z,"Bali Sea",earthquake,,,,,reviewed,us,gcmt
