time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-12-28T22:00:51.160Z,-5.71,154.41,93.8,5.1,mwc,74,,,0.87,us,usp000a6v4,2016-11-10T00:18:23.918Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-28T21:06:54.110Z,-0.46,119.917,33,5.4,mwc,46,,,0.87,us,usp000a6v2,2016-11-10T00:18:23.262Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-28T18:54:36.660Z,-4.864,102.599,33,5.4,mwc,79,,,0.91,us,usp000a6ux,2016-11-10T00:18:22.641Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-28T18:12:33.160Z,-22.438,-175.11,33,5.4,mwc,97,,,1.06,us,usp000a6uu,2016-11-10T00:18:22.081Z,"Tonga region",earthquake,,,,,reviewed,us,hrv
2000-12-28T16:05:26.880Z,-8.138,117.94,33,5.2,mb,51,,,1.25,us,usp000a6ur,2014-11-07T01:11:46.987Z,"Sumbawa region, Indonesia",earthquake,,,,18,reviewed,us,us
2000-12-28T04:34:28.450Z,-4.05,152.307,33,6.2,mwc,170,,,0.98,us,usp000a6ty,2016-11-10T00:56:33.687Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-27T07:26:31.630Z,-4.228,152.73,33,5.8,mwc,256,,,0.82,us,usp000a6ss,2016-11-10T00:18:01.125Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-27T07:03:47.820Z,-9.33,154.593,33,5.9,mwb,68,,,1,us,usp000a6sr,2016-11-10T00:18:00.617Z,"D'Entrecasteaux Islands region",earthquake,,,,,reviewed,us,us
2000-12-26T15:21:26.660Z,-35.025,179.67,33,5.6,mwc,100,,,1.15,us,usp000a6rx,2016-11-10T00:17:38.114Z,"off the east coast of the North Island of New Zealand",earthquake,,,,,reviewed,us,hrv
2000-12-26T06:00:56.120Z,-21.051,168.655,33,5,mb,60,,,1.12,us,usp000a6rf,2014-11-07T01:11:46.447Z,"Loyalty Islands, New Caledonia",earthquake,,,,13,reviewed,us,us
2000-12-26T03:21:00.460Z,20.968,122.059,170.4,5,mb,114,,,0.84,us,usp000a6r7,2014-11-07T01:11:46.426Z,"Batan Islands region, Philippines",earthquake,,,,49,reviewed,us,us
2000-12-25T20:43:11.810Z,51.301,179.967,55.1,5,mb,147,,,0.96,us,usp000a6qy,2014-11-07T01:11:46.398Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,6.8,,61,reviewed,us,us
2000-12-25T13:24:22.900Z,-42.519,120.175,10,5.7,mwc,157,,,0.98,us,usp000a6qf,2016-11-10T00:17:10.753Z,"south of Australia",earthquake,,,,,reviewed,us,hrv
2000-12-25T11:16:35.120Z,-23.277,-176.41,33,5.4,mwc,93,,,0.99,us,usp000a6qd,2016-11-10T00:17:10.263Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,hrv
2000-12-25T05:11:58.550Z,-21.264,-179.124,644.8,5.7,mwc,241,,,0.87,us,usp000a6q0,2016-11-10T00:17:09.762Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-12-24T03:11:07.450Z,-4.196,123.247,33,5.6,mwc,55,,,1.18,us,usp000a6mx,2016-11-10T00:16:46.850Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
2000-12-23T23:12:57.440Z,-10.761,164.916,33,5.2,mwc,52,,,1.1,us,usp000a6mq,2016-11-10T00:16:18.166Z,"Santa Cruz Islands region",earthquake,,,,,reviewed,us,hrv
2000-12-23T07:13:24.300Z,-7.873,135.816,61.7,6,mwc,129,,,0.89,us,usp000a6kn,2016-11-10T00:55:48.195Z,"Kepulauan Aru region, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-22T20:48:06.880Z,-4.112,127.394,33,5.1,mb,64,,,1,us,usp000a6jv,2014-11-07T01:11:45.880Z,"Banda Sea",earthquake,,,,21,reviewed,us,us
2000-12-22T16:29:59.970Z,-26.408,-107.147,10,5.2,mwc,52,,,0.71,us,usp000a6jf,2016-11-10T00:15:52.995Z,"Easter Island region",earthquake,,,,,reviewed,us,hrv
2000-12-22T10:13:01.110Z,44.79,147.196,140.4,6.2,mwb,528,,,0.81,us,usp000a6j0,2016-11-10T00:55:42.089Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
2000-12-22T08:30:39.170Z,-10.56,164.22,33,5.9,mwc,114,,,1.01,us,usp000a6hs,2016-11-10T00:15:52.471Z,"Santa Cruz Islands region",earthquake,,,,,reviewed,us,hrv
2000-12-22T00:40:36.890Z,56.82,-158.341,105.9,5.6,mwc,412,,,1.04,us,usp000a6hf,2016-11-10T00:15:51.993Z,"Alaska Peninsula",earthquake,,,,,reviewed,us,hrv
2000-12-21T16:42:50.070Z,7.328,126.706,33,5.1,mb,66,,,0.96,us,usp000a6gz,2014-11-07T01:11:45.622Z,"Mindanao, Philippines",earthquake,,,,28,reviewed,us,us
2000-12-21T14:53:11.540Z,-3.109,150.743,33,5.5,mwc,24,,,1.17,us,usp000a6gt,2016-11-10T00:15:22.145Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-21T14:51:39.710Z,-3.184,150.475,33,5,mb,29,,,1.33,us,usp000a6gs,2014-11-07T01:11:45.604Z,"New Ireland region, Papua New Guinea",earthquake,,,,15,reviewed,us,us
2000-12-21T13:14:33.260Z,-3.263,150.445,33,5.7,mwc,41,,,1.36,us,usp000a6gn,2016-11-10T00:15:21.626Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-21T13:05:00.000Z,-3.221,150.758,25,5.5,mw,,,,,iscgem,iscgem3265188,2015-05-13T18:53:43.000Z,"New Ireland region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
2000-12-21T03:05:58.630Z,-18.235,-178.134,435.6,5,mb,165,,,0.86,us,usp000a6fq,2014-11-07T01:11:45.457Z,"Fiji region",earthquake,,,,29,reviewed,us,us
2000-12-21T02:41:23.130Z,-5.354,154.133,386.7,6,mwc,247,,,0.81,us,usp000a6fp,2016-11-10T00:55:35.659Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-21T01:01:27.770Z,-5.706,151.122,33,6.4,mwb,424,,,0.82,us,usp000a6fj,2016-11-10T00:55:35.190Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2000-12-20T16:56:57.220Z,-34.218,-179.852,33,5.1,mb,20,,,0.78,us,usp000a6er,2014-11-07T01:11:45.310Z,"south of the Kermadec Islands",earthquake,,,,2,reviewed,us,us
2000-12-20T16:56:47.850Z,-34.375,179.902,33,5.3,mb,61,,,1.24,us,usp000a6eq,2014-11-07T01:11:45.303Z,"south of the Kermadec Islands",earthquake,,,,6,reviewed,us,us
2000-12-20T16:49:43.300Z,-9.231,154.353,33,6.6,mwc,105,,,1.27,us,usp000a6ep,2016-11-10T00:55:29.598Z,"D'Entrecasteaux Islands region",earthquake,,,,,reviewed,us,hrv
2000-12-20T16:39:26.390Z,-24.123,-176.802,68.8,5.7,mwb,211,,,0.82,us,usp000a6em,2015-05-13T18:53:43.000Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
2000-12-20T15:17:19.930Z,9.418,-85.452,33,5.5,mwc,116,,,0.98,us,usp000a6ej,2016-11-10T00:14:53.337Z,"off the coast of Costa Rica",earthquake,,,,,reviewed,us,hrv
2000-12-20T13:28:40.220Z,-22.82,-66.355,222.6,5.3,mb,134,,,0.92,us,usp000a6ea,2014-11-07T01:11:45.223Z,"Jujuy, Argentina",earthquake,,3.8,,44,reviewed,us,us
2000-12-20T13:22:23.400Z,36.84,71.024,84.5,5,mb,117,,,0.86,us,usp000a6e9,2014-11-07T01:11:45.214Z,"Hindu Kush region, Afghanistan",earthquake,,7.5,,55,reviewed,us,us
2000-12-20T11:23:54.100Z,-39.008,-74.662,11,6.5,mwc,253,,,1.05,us,usp000a6e0,2016-11-10T00:14:52.822Z,"off the coast of Los Lagos, Chile",earthquake,,,,,reviewed,us,hrv
2000-12-20T09:19:50.100Z,53.418,159.837,66.8,5.4,mwc,401,,,0.87,us,usp000a6dw,2016-11-10T00:14:52.343Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,hrv
2000-12-19T13:11:47.370Z,11.765,144.76,33,6.2,mwc,294,,,1.01,us,usp000a6bm,2016-11-10T00:55:24.186Z,"south of the Mariana Islands",earthquake,,,,,reviewed,us,hrv
2000-12-19T10:51:05.760Z,29.375,131.471,33,5,mb,58,,,0.94,us,usp000a6bb,2014-11-07T01:11:44.834Z,"southeast of the Ryukyu Islands, Japan",earthquake,,,,17,reviewed,us,us
2000-12-19T08:50:19.030Z,-17.571,167.721,33,5.7,mwc,70,,,1.38,us,usp000a6b3,2016-11-10T00:14:18.989Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-12-18T21:15:30.730Z,-21.182,-179.097,648.7,5.7,mwc,265,,,0.85,us,usp000a6a0,2016-11-10T00:13:51.054Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-12-18T01:19:21.650Z,-21.178,-179.124,628.2,6.6,mwc,532,,,0.91,us,usp000a68h,2016-11-10T00:55:18.003Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-12-17T22:24:45.760Z,-20.514,169.774,123.4,5.3,mwc,149,,,1.15,us,usp000a68b,2016-11-10T00:13:20.165Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-12-17T08:59:12.060Z,-5.19,153.695,33,5,mb,39,,,1,us,usp000a677,2014-11-07T01:11:44.437Z,"New Ireland region, Papua New Guinea",earthquake,,,,19,reviewed,us,us
2000-12-17T02:29:14.090Z,-28.191,-177.437,74,5,mwc,72,,,1.19,us,usp000a66q,2016-11-10T00:13:19.588Z,"Kermadec Islands region",earthquake,,13.3,,,reviewed,us,hrv
2000-12-17T01:33:58.120Z,54.388,162.055,33,5.1,mwc,244,,,0.88,us,usp000a66n,2016-11-10T00:13:18.992Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,hrv
2000-12-16T21:57:59.340Z,-3.966,151.484,33,5.6,mwc,106,,,0.9,us,usp000a66b,2016-11-10T00:12:51.123Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-16T11:05:28.460Z,-26.82,-113.342,10,5.5,mwc,64,,,0.9,us,usp000a65k,2016-11-10T00:12:50.602Z,"Easter Island region",earthquake,,,,,reviewed,us,hrv
2000-12-16T09:12:20.420Z,7.086,-77.973,33,5.4,mwc,244,,,0.86,us,usp000a65g,2016-11-10T00:12:50.094Z,"Panama-Colombia border region",earthquake,,,,,reviewed,us,hrv
2000-12-15T17:43:11.800Z,-15.669,-177.331,33,5.6,mwc,47,,,1.04,us,usp000a64j,2016-11-10T00:12:34.617Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-12-15T16:44:47.660Z,38.457,31.351,10,6,mwc,174,,,1.24,us,usp000a64f,2016-11-10T00:55:02.792Z,"western Turkey",earthquake,,,,,reviewed,us,hrv
2000-12-15T16:44:43.440Z,38.541,31.207,10,5,mb,161,,,1.26,us,usp000a64e,2014-11-07T01:11:44.081Z,"western Turkey",earthquake,,,,49,reviewed,us,us
2000-12-15T14:08:17.480Z,-5.508,-11.528,10,5.3,mwc,95,,,1.04,us,usp000a648,2016-11-10T00:12:34.076Z,"Ascension Island region",earthquake,,,,,reviewed,us,hrv
2000-12-15T13:00:01.870Z,-50.4,-6.883,10,5.5,mwc,51,,,0.96,us,usp000a644,2016-11-10T00:12:33.415Z,"southern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
2000-12-15T12:47:09.840Z,-21.565,-69.736,74.7,5.1,mb,67,,,1.44,us,usp000a643,2014-11-07T01:11:44.005Z,"Antofagasta, Chile",earthquake,,,,26,reviewed,us,us
2000-12-13T23:37:49.410Z,-21.652,170.626,100,5.3,mwc,52,,,0.93,us,usp000a61b,2016-11-10T00:11:33.579Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,hrv
2000-12-13T18:23:59.100Z,-6.26,153.12,33,5,mwc,42,,,0.96,us,usp000a60y,2016-11-10T00:11:33.071Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-13T14:29:14.520Z,-4.856,153.196,33,5.1,mb,58,,,1.03,us,usp000a60q,2014-11-07T01:11:43.745Z,"New Ireland region, Papua New Guinea",earthquake,,,,10,reviewed,us,us
2000-12-13T14:27:29.240Z,28.768,130.068,37.2,5.1,mb,80,,,0.93,us,usp000a60p,2014-11-07T01:11:43.738Z,"Ryukyu Islands, Japan",earthquake,,,,40,reviewed,us,us
2000-12-13T11:00:46.730Z,47.26,153.931,36.4,5.1,mb,102,,,1.11,us,usp000a609,2014-11-07T01:11:43.693Z,"Kuril Islands",earthquake,,,,44,reviewed,us,us
2000-12-13T06:46:11.080Z,-6.246,153.105,33,5.4,mb,64,,,0.82,us,usp000a5zy,2014-11-07T01:11:43.652Z,"New Britain region, Papua New Guinea",earthquake,,,,17,reviewed,us,us
2000-12-13T06:10:22.620Z,-3.095,148.331,33,5.7,mwc,50,,,0.95,us,usp000a5zw,2016-11-10T00:11:32.525Z,"Bismarck Sea",earthquake,,,,,reviewed,us,hrv
2000-12-12T20:32:56.690Z,24.15,122.485,48,5.4,mwc,123,,,1.11,us,usp000a5z0,2016-11-10T00:11:05.896Z,"Taiwan region",earthquake,,7.8,,,reviewed,us,hrv
2000-12-12T05:26:45.940Z,6.015,-82.679,10,6.1,mwc,374,,,1.09,us,usp000a5y0,2016-11-10T00:54:46.864Z,"south of Panama",earthquake,,,,,reviewed,us,hrv
2000-12-11T18:54:07.490Z,19.091,-67.093,52.6,5.5,mwc,239,,,0.94,us,usp000a5x1,2016-11-10T00:10:38.967Z,"Puerto Rico region",earthquake,,4.5,,,reviewed,us,hrv
2000-12-11T17:07:32.710Z,-55.91,-28.06,113.5,5.7,mb,91,,,0.89,us,usp000a5wv,2014-11-07T01:11:43.213Z,"South Sandwich Islands region",earthquake,,4,,7,reviewed,us,us
2000-12-11T12:58:47.160Z,-29.896,-176.808,51.8,5.2,mb,80,,,0.93,us,usp000a5wn,2014-11-07T01:11:43.186Z,"Kermadec Islands region",earthquake,,,,24,reviewed,us,us
2000-12-11T04:42:46.380Z,-15.569,168.097,33,5.3,mb,49,,,1.03,us,usp000a5vw,2014-11-07T01:11:43.116Z,"Vanuatu",earthquake,,,,13,reviewed,us,us
2000-12-10T23:26:44.950Z,-5.903,151.888,33,5.2,mb,38,,,1.2,us,usp000a5vg,2014-11-07T01:11:43.090Z,"New Britain region, Papua New Guinea",earthquake,,,,14,reviewed,us,us
2000-12-10T18:58:36.560Z,0.05,127.38,150,5.7,mwc,129,,,1,us,usp000a5v3,2016-11-10T00:10:08.287Z,"Halmahera, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-10T13:30:34.830Z,19.083,121.187,33,5.5,mwc,136,,,1.06,us,usp000a5uc,2016-11-10T00:10:07.789Z,"Babuyan Islands region, Philippines",earthquake,,,,,reviewed,us,hrv
2000-12-10T12:55:20.780Z,44.223,81.369,33,5.2,mb,172,,,0.91,us,usp000a5ua,2014-11-07T01:11:42.296Z,"northern Xinjiang, China",earthquake,,,,91,reviewed,us,us
2000-12-10T10:05:49.910Z,-0.847,121.554,33,5.5,mwc,33,,,1.01,us,usp000a5tw,2016-11-10T00:10:07.303Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-10T03:17:58.430Z,-6.698,155.716,67,5,mwc,80,,,1.01,us,usp000a5t9,2016-11-10T00:10:06.778Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-09T23:38:39.490Z,-21.955,-179.503,597.3,5.1,mb,160,,,0.84,us,usp000a5sz,2014-11-07T01:11:42.021Z,"Fiji region",earthquake,,,,52,reviewed,us,us
2000-12-09T22:49:47.690Z,-36.388,-98.758,10,5.8,mwc,39,,,0.93,us,usp000a5sx,2016-11-09T04:08:16.824Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,hrv
2000-12-09T18:36:47.350Z,18.292,146.461,64.8,5.2,mwc,111,,,0.85,us,usp000a5sk,2016-11-10T00:09:50.354Z,"Pagan region, Northern Mariana Islands",earthquake,,10.4,,,reviewed,us,hrv
2000-12-09T17:01:01.930Z,17.992,-105.071,33,5.3,mwc,128,,,0.98,us,usp000a5sa,2016-11-10T00:09:49.766Z,"off the coast of Colima, Mexico",earthquake,,,,,reviewed,us,hrv
2000-12-08T19:44:24.500Z,46.709,152.921,12.5,5.1,mwc,178,,,0.77,us,usp000a5qz,2016-11-10T00:09:11.169Z,"Kuril Islands",earthquake,,13.3,,,reviewed,us,hrv
2000-12-08T18:02:44.560Z,-29.832,-177.85,33,5.3,mwc,128,,,0.96,us,usp000a5qv,2016-11-10T00:09:10.538Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,hrv
2000-12-08T16:56:18.530Z,22.706,-107.552,10,5.5,mwc,121,,,1.35,us,usp000a5qs,2016-11-10T00:09:09.933Z,"off the coast of Sinaloa, Mexico",earthquake,,,,,reviewed,us,hrv
2000-12-08T15:24:14.660Z,-4.599,153.255,33,5.5,mwc,66,,,0.89,us,usp000a5qn,2016-11-10T00:09:09.185Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-08T08:22:02.040Z,-20.05,-173.895,33,5.3,mwc,93,,,1.01,us,usp000a5q7,2016-11-10T00:09:08.563Z,"Tonga",earthquake,,,,,reviewed,us,hrv
2000-12-07T23:18:19.720Z,-4.235,152.883,33,5.4,mwc,129,,,0.86,us,usp000a5pa,2016-11-10T00:08:32.820Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-07T23:02:38.470Z,-4.307,152.842,33,5.1,mb,123,,,0.92,us,usp000a5p9,2014-11-07T01:11:41.605Z,"New Britain region, Papua New Guinea",earthquake,,,,30,reviewed,us,us
2000-12-07T19:13:33.050Z,-4.305,152.863,33,5.4,mwc,130,,,0.89,us,usp000a5p3,2016-11-10T00:08:32.243Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-07T18:47:55.200Z,29.382,131.419,33,5.2,mb,151,,,0.92,us,usp000a5p1,2014-11-07T01:11:41.541Z,"southeast of the Ryukyu Islands, Japan",earthquake,,,,62,reviewed,us,us
2000-12-07T09:31:19.120Z,-4.274,152.786,33,5.8,mwc,331,,,0.8,us,usp000a5nb,2016-11-10T00:08:31.688Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-07T01:40:59.430Z,-5.116,153.197,33,5,mb,70,,,1.04,us,usp000a5mt,2014-11-07T01:11:41.354Z,"New Ireland region, Papua New Guinea",earthquake,,,,20,reviewed,us,us
2000-12-06T22:57:40.040Z,-4.218,152.725,31,6.5,mwc,401,,,0.98,us,usp000a5mp,2016-11-10T00:54:13.977Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-06T18:40:26.240Z,63.909,-150.278,18.7,5,mb,178,,,,us,usp000a5md,2015-03-24T00:42:02.614Z,"Central Alaska",earthquake,,,,36,reviewed,aeic,us
2000-12-06T17:11:06.400Z,39.566,54.799,30,7,mwc,495,,,0.9,us,usp000a5m7,2016-11-10T00:54:13.400Z,"Turkmenistan",earthquake,,,,,reviewed,us,hrv
2000-12-06T06:47:44.390Z,-10.9,-78.324,41.3,5.2,mwc,182,,,0.91,us,usp000a5kc,2016-11-10T00:08:05.718Z,"near the coast of central Peru",earthquake,,,,,reviewed,us,hrv
2000-12-05T22:11:34.410Z,52.577,-167.847,33,5.9,mwc,384,,,1.22,us,usp000a5jr,2016-11-10T00:07:37.378Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2000-12-05T18:14:29.720Z,43.915,-128.36,10,5.2,ms,76,,,1.17,us,usp000a5ja,2014-11-07T01:11:40.744Z,"off the coast of Oregon",earthquake,,,,2,reviewed,us,us
2000-12-05T11:08:25.060Z,4.222,126.439,101.4,5.7,mwc,128,,,0.97,us,usp000a5hp,2016-11-10T00:07:36.888Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-05T02:09:20.230Z,-26.266,179.591,487.1,5,mb,119,,,0.84,us,usp000a5h3,2014-11-07T01:11:40.455Z,"south of the Fiji Islands",earthquake,,,,45,reviewed,us,us
2000-12-04T22:16:37.440Z,-56.234,-143.535,10,5.3,mwc,18,,,1.17,us,usp000a5gx,2016-11-10T00:07:11.642Z,"Pacific-Antarctic Ridge",earthquake,,,,,reviewed,us,hrv
2000-12-04T21:33:09.620Z,2.5,128.308,100,5.2,mb,61,,,1.01,us,usp000a5gv,2014-11-07T01:11:40.377Z,"Halmahera, Indonesia",earthquake,,,,23,reviewed,us,us
2000-12-04T16:47:37.550Z,35.748,140.948,59.8,5.7,mwc,208,,,0.97,us,usp000a5gk,2016-11-10T00:07:11.102Z,"near the east coast of Honshu, Japan",earthquake,,8.1,,,reviewed,us,hrv
2000-12-04T10:17:24.680Z,53.08,171.018,33,5.2,mwc,259,,,0.85,us,usp000a5g6,2016-11-10T00:07:10.533Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2000-12-04T07:54:43.840Z,1.436,99.074,94.8,5.2,mb,77,,,1.06,us,usp000a5g2,2014-11-07T01:11:40.115Z,"northern Sumatra, Indonesia",earthquake,,,,17,reviewed,us,us
2000-12-04T04:43:09.590Z,14.876,-93.944,33,6.1,mwb,151,,,1,us,usp000a5fv,2016-11-10T00:54:05.843Z,"off the coast of Chiapas, Mexico",earthquake,,,,,reviewed,us,us
2000-12-04T04:42:14.310Z,14.921,-93.856,33,5.3,mb,304,,,1.06,us,usp000a5fu,2015-05-13T18:53:43.000Z,"offshore Chiapas, Mexico",earthquake,,,,122,reviewed,us,us
2000-12-03T12:55:16.700Z,51.666,-178.156,43.2,5.7,mwc,425,,,0.96,us,usp000a5ev,2016-11-10T00:06:49.551Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2000-12-03T09:25:46.050Z,1.62,126.036,62.4,5.4,mwc,38,,,0.93,us,usp000a5ep,2016-11-10T00:06:49.053Z,"Molucca Sea",earthquake,,18,,,reviewed,us,hrv
2000-12-02T06:02:58.680Z,-30.603,-178.056,58.2,5,mb,27,,,0.8,us,usp000a5cg,2014-11-07T01:11:38.988Z,"Kermadec Islands, New Zealand",earthquake,,,,6,reviewed,us,us
2000-12-02T04:16:41.750Z,-7.15,27.75,10,5,mb,98,,,0.86,us,usp000a5c7,2014-11-07T01:11:38.859Z,"Democratic Republic of the Congo",earthquake,,,,41,reviewed,us,us
2000-12-01T22:57:03.200Z,-30.467,-178.132,68.1,5.1,mwc,33,,,1.36,us,usp000a5bq,2016-11-10T00:06:02.376Z,"Kermadec Islands, New Zealand",earthquake,,14.8,,,reviewed,us,hrv
2000-12-01T14:07:44.100Z,18.204,-102.35,33,5.4,mwc,217,,,1.34,us,usp000a5b0,2016-11-10T00:06:01.842Z,"Michoacan, Mexico",earthquake,,,,,reviewed,us,hrv
2000-12-01T13:27:33.690Z,35.255,-35.328,10,5.8,mwc,184,,,1.14,us,usp000a5av,2016-11-10T00:06:01.258Z,"northern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
2000-12-01T04:53:51.820Z,-21.715,-175.312,33,5.2,mwc,22,,,1.25,us,usp000a5ad,2016-11-10T00:06:00.699Z,"Tonga",earthquake,,,,,reviewed,us,hrv
2000-12-01T00:07:46.810Z,-5.788,152.052,33,5.2,mb,41,,,0.97,us,usp000a5a1,2014-11-07T01:11:37.292Z,"New Britain region, Papua New Guinea",earthquake,,,,20,reviewed,us,us
2000-11-30T20:01:08.020Z,10.554,126.043,33,5.4,mwc,69,,,1.03,us,usp000a59q,2016-11-10T00:05:29.397Z,"Philippine Islands region",earthquake,,,,,reviewed,us,hrv
2000-11-29T10:44:59.080Z,39.856,50.209,33,5,mb,17,,,1.56,us,usp000a565,2014-11-07T01:11:35.229Z,"Caspian Sea, offshore Azerbaijan",earthquake,,,,4,reviewed,us,us
2000-11-29T10:35:48.110Z,63.884,-150.15,22.5,5.8,mwc,321,,,,us,usp000a564,2016-11-10T00:05:01.490Z,"Central Alaska",earthquake,,,,,reviewed,aeic,hrv
2000-11-29T10:25:13.260Z,-24.869,-70.886,58.2,6.3,mwc,212,,,1.15,us,usp000a563,2016-11-10T00:53:34.727Z,"near the coast of Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
2000-11-29T01:48:44.370Z,13.775,120.657,117.5,5.5,mwc,120,,,1.05,us,usp000a55b,2016-11-10T00:05:00.933Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2000-11-28T23:24:55.660Z,-4.834,153.338,33,5.3,mwc,89,,,0.87,us,usp000a550,2016-11-10T00:04:37.763Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
